total_fare_without_tips,dayofweek,hourofday,monthoftrip,trip_duration,distance_travelled,euclidean_dist,longitude,latitude,taxi_company
20.5,Thurs,13,4,1800,5.2,0.057828149223230187,0.047387829999991027,0.033143451999997353,Taxi Affiliation Services
16.5,Sat,11,4,1320,5.0,0.06242223060957422,0.047595911000001934,0.0403876729999979,Dispatch Taxi Affiliation
16.25,Wed,19,4,1500,4.2,0.06242223060957422,0.047595911000001934,0.0403876729999979,Northwest Management LLC
15.0,Sat,23,4,900,4.2,0.067375341362136035,0.04797965400000237,0.04730105099999804,Top Cab Affiliation
15.5,Tues,18,4,1200,4.5,0.067375341362136035,0.04797965400000237,0.04730105099999804,Dispatch Taxi Affiliation
28.75,Fri,16,4,2160,9.1,0.10372323993574352,0.049178275000002714,0.091323643000002619,Choice Taxi Association
28.25,Sun,17,5,2160,8.0,0.10372323993574352,0.049178275000002714,0.091323643000002619,Taxi Affiliation Services
19.5,Tues,13,4,1680,5.6,0.072632033527536582,0.05358706900000243,0.049028954000000624,Taxi Affiliation Services
17.5,Sat,17,4,1080,5.2,0.072632033527536582,0.05358706900000243,0.049028954000000624,Taxi Affiliation Services
16.75,Sun,1,4,780,5.8,0.072632033527536582,0.05358706900000243,0.049028954000000624,Taxi Affiliation Services
24.0,Fri,18,4,2520,5.2,0.072632033527536582,0.05358706900000243,0.049028954000000624,Dispatch Taxi Affiliation
15.0,Sat,21,4,840,4.6,0.072632033527536582,0.05358706900000243,0.049028954000000624,Taxi Affiliation Services
29.0,Mon,22,4,1440,10.4,0.12521173367990682,0.053751519999991615,0.11308736600000202,Taxi Affiliation Services
25.5,Thurs,22,4,1260,9.1,0.12521173367990682,0.053751519999991615,0.11308736600000202,Dispatch Taxi Affiliation
17.0,Fri,21,4,900,4.3,0.05762974522497305,0.054295615000000907,0.019317704999998853,Choice Taxi Association
18.5,Wed,19,4,1620,4.7,0.05762974522497305,0.054295615000000907,0.019317704999998853,Taxi Affiliation Services
16.75,Sun,14,4,960,4.4,0.05762974522497305,0.054295615000000907,0.019317704999998853,Taxi Affiliation Services
18.75,Sat,19,4,1800,4.5,0.05762974522497305,0.054295615000000907,0.019317704999998853,Taxi Affiliation Services
15.25,Sat,19,4,780,4.4,0.05762974522497305,0.054295615000000907,0.019317704999998853,Taxi Affiliation Services
17.25,Sat,15,4,1260,4.6,0.070068274734851152,0.0573611279999966,0.040240081000000316,Taxi Affiliation Services
19.0,Fri,18,4,1740,4.8,0.070068274734851152,0.0573611279999966,0.040240081000000316,Taxi Affiliation Services
17.75,Sun,1,4,840,5.4,0.07836064213795299,0.05770475100000283,0.053014638999997032,Choice Taxi Association
17.0,Sat,21,4,1080,5.6,0.07836064213795299,0.05770475100000283,0.053014638999997032,Dispatch Taxi Affiliation
29.750000000000004,Sat,23,4,2100,9.6,0.080891447241061537,0.057737109999990821,0.0566555589999993,Northwest Management LLC
23.0,Wed,20,4,1020,8.6,0.12123927619834796,0.059220064999990996,0.1057919940000005,Dispatch Taxi Affiliation
31.25,Fri,23,4,1680,10.6,0.12123927619834796,0.059220064999990996,0.1057919940000005,Choice Taxi Association
17.5,Sun,0,4,1020,5.3,0.0702359101752045,0.062039472999998679,0.032926992999996685,Dispatch Taxi Affiliation
16.25,Fri,20,4,1080,5.2,0.07407207827968755,0.062242280999996069,0.040156832999997505,Dispatch Taxi Affiliation
21.25,Tues,17,4,2040,6.6,0.0874744774749386,0.062596761999998307,0.061101796999999181,Northwest Management LLC
17.0,Sat,22,4,960,5.4,0.084633484191863242,0.066284916000000749,0.05262258599999825,Taxi Affiliation Services
45.5,Tues,13,4,2340,17.3,0.25571175875685642,0.22422842599999626,0.12292321399999651,Taxi Affiliation Services
54.0,Wed,16,4,3840,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
56.75,Fri,14,4,3900,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.5,Fri,17,4,3420,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.25,Fri,14,4,3120,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
53.25,Fri,14,4,3600,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
59.75,Fri,14,4,4320,22.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.0,Fri,14,4,3540,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
55.0,Fri,16,4,4800,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.75,Fri,14,4,3180,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.75,Fri,15,4,3900,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.75,Sat,11,4,2520,19.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
57.5,Fri,14,4,3780,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
48.75,Fri,18,4,3240,19.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
47.25,Sat,14,4,2940,18.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
60.499999999999993,Thurs,18,4,3780,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
47.25,Thurs,7,4,2340,19.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
50.75,Thurs,12,4,1800,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
52.0,Thurs,19,4,2640,18.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
47.75,Sat,7,4,1560,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
56.75,Thurs,17,4,4200,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
52.5,Thurs,17,4,4200,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
54.0,Thurs,16,4,3720,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
46.25,Sat,5,4,1320,18.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.75,Sat,15,4,3240,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.5,Thurs,19,4,3060,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Top Cab Affiliation
58.5,Thurs,10,4,2220,23.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,5724 - 75306 KYVI Cab Inc
58.75,Thurs,17,4,4560,22.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.0,Fri,12,4,3000,22.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.75,Fri,13,4,2700,22.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.5,Fri,12,4,2520,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.5,Fri,13,4,2880,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.750000000000007,Fri,10,4,2040,21.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
53.0,Thurs,11,4,2100,22.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
56.0,Fri,13,4,3360,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
55.5,Thurs,14,4,2520,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
48.5,Fri,7,4,1920,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.749999999999993,Fri,10,4,1920,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.5,Thurs,14,4,2580,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,0118 - 42111 Godfrey S.Awir
49.75,Thurs,11,4,1920,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.499999999999993,Fri,13,4,3240,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,KOAM Taxi Association
54.75,Fri,12,4,2700,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,0118 - 42111 Godfrey S.Awir
55.25,Thurs,16,4,4080,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.750000000000007,Thurs,16,4,4320,22.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
52.75,Fri,12,4,2640,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.0,Thurs,15,4,3120,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.0,Thurs,13,4,2400,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
47.75,Thurs,5,4,1380,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
75.0,Thurs,17,4,4980,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,KOAM Taxi Association
55.499999999999993,Thurs,17,4,5220,20.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.5,Thurs,19,4,2640,18.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.0,Fri,8,4,3300,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
50.25,Fri,13,4,2760,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.25,Sun,16,4,2880,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
77.0,Fri,12,4,2580,29.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
62.0,Fri,11,4,3120,22.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
56.0,Fri,13,4,2940,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.25,Fri,13,4,2700,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
49.5,Fri,13,4,2520,20.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.0,Fri,13,4,3480,22.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.75,Sun,14,4,2940,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.75,Fri,13,4,3180,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
49.75,Fri,13,4,3180,20.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Top Cab Affiliation
52.0,Mon,17,4,3480,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
50.25,Mon,17,4,3360,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
50.25,Tues,14,4,2100,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
47.0,Tues,7,4,2400,19.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.5,Tues,10,4,1680,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.25,Mon,16,4,3060,23.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
48.75,Tues,7,4,2640,19.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.75,Tues,14,4,2280,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
58.25,Thurs,16,4,4560,22.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.25,Tues,13,4,1920,22.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.25,Thurs,16,4,4200,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
51.75,Tues,14,4,2220,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,0118 - 42111 Godfrey S.Awir
52.250000000000007,Tues,14,4,2460,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
50.0,Tues,12,4,1800,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.5,Tues,17,4,3300,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
47.75,Tues,7,4,2760,19.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
51.75,Mon,19,4,2100,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.25,Tues,7,4,3060,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
47.75,Tues,11,4,1620,18.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.25,Tues,10,4,2160,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
51.0,Mon,16,4,3180,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
50.0,Tues,12,4,1800,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Top Cab Affiliation
52.75,Tues,13,4,1920,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Management
51.5,Mon,17,4,3180,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.0,Tues,15,4,3180,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
57.000000000000007,Tues,16,4,3060,21.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
49.25,Tues,15,4,2820,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.75,Tues,16,4,4200,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.25,Tues,16,4,3300,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
53.0,Tues,16,4,3300,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
49.0,Tues,13,4,1920,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.25,Tues,18,4,3120,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.249999999999993,Tues,16,4,3180,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
48.25,Wed,7,4,1680,19.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
58.5,Thurs,15,4,4260,21.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
51.0,Tues,16,4,3540,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.750000000000007,Tues,17,4,3000,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
54.75,Tues,15,4,3060,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
50.5,Tues,16,4,2880,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
52.5,Tues,19,4,2640,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
58.75,Tues,20,4,3660,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
54.249999999999993,Mon,15,4,2820,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
50.5,Tues,16,4,3840,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.75,Tues,16,4,3480,21.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
66.25,Tues,17,4,4680,24.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.0,Mon,15,4,2100,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
55.25,Tues,16,4,3360,21.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
46.5,Mon,6,4,1560,19.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
51.5,Wed,8,4,3360,19.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.0,Tues,15,4,3180,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
51.5,Wed,5,4,1380,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.0,Tues,16,4,3360,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
52.499999999999993,Tues,15,4,3300,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
66.0,Tues,16,4,5460,21.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
49.0,Mon,14,4,2220,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,KOAM Taxi Association
59.500000000000007,Thurs,14,4,2820,21.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.75,Mon,7,4,3300,18.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
48.25,Sun,10,4,1740,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
55.25,Fri,16,4,4380,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
49.25,Sun,7,4,1620,19.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Leasing INC
55.75,Thurs,12,4,2400,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.5,Sat,8,4,1380,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.25,Fri,7,4,1860,19.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.0,Thurs,13,4,2400,20.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.500000000000007,Fri,9,4,3360,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.75,Mon,13,4,2160,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,1247 - 72807 Daniel Ayertey
52.75,Mon,11,4,2400,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
56.25,Mon,16,4,3780,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
49.25,Mon,16,4,3240,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,0118 - 42111 Godfrey S.Awir
51.0,Thurs,14,4,2940,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
59.25,Thurs,13,4,2880,21.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
53.25,Thurs,14,4,2940,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.25,Thurs,15,4,3600,21.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
51.25,Thurs,13,4,2580,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
47.5,Thurs,11,4,1740,19.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
51.0,Thurs,13,4,2640,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.25,Thurs,14,4,2220,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.000000000000007,Thurs,16,4,4920,21.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.25,Thurs,12,4,2580,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
56.5,Thurs,15,4,4200,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
51.0,Thurs,7,4,3360,20.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.0,Thurs,13,4,3300,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
49.0,Thurs,13,4,2280,20.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Top Cab Affiliation
52.25,Thurs,14,4,3300,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
61.5,Thurs,14,4,3600,22.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.75,Thurs,13,4,2760,21.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
59.75,Thurs,14,4,4020,20.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
60.25,Thurs,15,4,4440,22.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
53.0,Thurs,13,4,2460,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
55.0,Thurs,16,4,4260,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.75,Thurs,14,4,3660,21.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
59.5,Fri,14,4,3420,21.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.5,Thurs,15,4,4020,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
50.25,Fri,8,4,3120,19.7,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
51.5,Wed,14,4,2760,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.0,Wed,13,4,2400,22.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
63.75,Wed,16,4,6840,19.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.0,Thurs,15,4,3420,21.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.5,Thurs,13,4,2520,21.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
57.75,Wed,16,4,3480,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
52.25,Wed,13,4,2280,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
54.5,Wed,16,4,4500,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
57.75,Wed,16,4,4440,21.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
55.750000000000007,Wed,16,4,4080,17.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
52.75,Thurs,14,4,2520,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.5,Thurs,6,4,1860,19.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.75,Thurs,14,4,3300,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
50.5,Thurs,13,4,2520,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
53.5,Wed,16,4,4440,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.0,Thurs,14,4,3420,20.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
52.25,Thurs,15,4,3420,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
54.249999999999993,Wed,14,4,3300,21.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.5,Wed,17,4,4320,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
59.0,Wed,16,4,4200,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
57.499999999999993,Wed,17,4,4560,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
49.5,Thurs,6,4,1860,19.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
55.5,Wed,15,4,4020,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.0,Wed,14,4,2220,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Management
57.000000000000007,Wed,14,4,3060,22.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,0118 - 42111 Godfrey S.Awir
54.0,Thurs,16,4,3900,19.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
58.25,Thurs,16,4,4680,20.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
59.25,Wed,14,4,3120,23.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
59.25,Wed,13,4,2640,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Top Cab Affiliation
66.0,Wed,14,4,3780,21.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
61.0,Wed,17,4,5160,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
52.5,Wed,17,4,3960,19.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
53.75,Thurs,13,4,3180,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
47.5,Thurs,14,4,2220,19.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
53.750000000000007,Wed,15,4,3540,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.0,Thurs,13,4,2760,20.9,0.30975337122613178,0.28568165499999054,0.11972110499999644,Chicago Medallion Management
57.25,Wed,15,4,4380,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
60.5,Wed,16,4,4980,21.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.5,Wed,16,4,4380,21.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Choice Taxi Association
54.500000000000007,Thurs,16,4,3960,20.5,0.30975337122613178,0.28568165499999054,0.11972110499999644,Northwest Management LLC
58.75,Wed,16,4,4080,21.2,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
57.0,Thurs,15,4,3900,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
54.75,Wed,18,4,4080,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.0,Wed,16,4,3480,20.1,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
58.75,Thurs,10,4,2580,22.4,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
50.25,Thurs,13,4,2640,20.3,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
60.25,Wed,17,4,4800,20.8,0.30975337122613178,0.28568165499999054,0.11972110499999644,Dispatch Taxi Affiliation
52.0,Wed,14,4,2760,21.0,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
59.249999999999993,Wed,18,4,4080,20.6,0.30975337122613178,0.28568165499999054,0.11972110499999644,Taxi Affiliation Services
